Region,Latitude,Longitude,Date,Year,Month,Month_Name,Season,Temperature,Precipitation
Analamanga,-18.8792,47.5079,2024-08-01,2024,8,August,Dry,13.6,2.55
Analamanga,-18.8792,47.5079,2024-09-01,2024,9,September,Dry,16.08,1.78
Analamanga,-18.8792,47.5079,2024-10-01,2024,10,October,Dry,17.29,2.11
Analamanga,-18.8792,47.5079,2024-11-01,2024,11,November,Rainy,19.98,5.93
Analamanga,-18.8792,47.5079,2024-12-01,2024,12,December,Rainy,20.16,6.4
Analanjirofo,-15.7167,49.6667,2005-01-01,2005,1,January,Rainy,23.39,8.58
Analanjirofo,-15.7167,49.6667,2005-02-01,2005,2,February,Rainy,24.0,13.89
Analanjirofo,-15.7167,49.6667,2005-03-01,2005,3,March,Rainy,23.8,5.7
Analanjirofo,-15.7167,49.6667,2005-04-01,2005,4,April,Rainy,22.43,3.04
Analanjirofo,-15.7167,49.6667,2005-05-01,2005,5,May,Dry,20.65,8.7
Analanjirofo,-15.7167,49.6667,2005-06-01,2005,6,June,Dry,18.57,8.01
Analanjirofo,-15.7167,49.6667,2005-07-01,2005,7,July,Dry,17.5,5.56
Analanjirofo,-15.7167,49.6667,2005-08-01,2005,8,August,Dry,17.07,6.22
Analanjirofo,-15.7167,49.6667,2005-09-01,2005,9,September,Dry,17.9,5.97
Analanjirofo,-15.7167,49.6667,2005-10-01,2005,10,October,Dry,18.83,2.48
Analanjirofo,-15.7167,49.6667,2005-11-01,2005,11,November,Rainy,20.98,3.84
Analanjirofo,-15.7167,49.6667,2005-12-01,2005,12,December,Rainy,22.63,7.7
Analanjirofo,-15.7167,49.6667,2006-01-01,2006,1,January,Rainy,22.53,16.38
Analanjirofo,-15.7167,49.6667,2006-02-01,2006,2,February,Rainy,22.77,18.8
Analanjirofo,-15.7167,49.6667,2006-03-01,2006,3,March,Rainy,22.73,17.33
Analanjirofo,-15.7167,49.6667,2006-04-01,2006,4,April,Rainy,21.83,5.37
Analanjirofo,-15.7167,49.6667,2006-05-01,2006,5,May,Dry,20.83,2.52
Analanjirofo,-15.7167,49.6667,2006-06-01,2006,6,June,Dry,18.91,6.4
Analanjirofo,-15.7167,49.6667,2006-07-01,2006,7,July,Dry,17.73,7.43
Analanjirofo,-15.7167,49.6667,2006-08-01,2006,8,August,Dry,17.67,3.98
Analanjirofo,-15.7167,49.6667,2006-09-01,2006,9,September,Dry,18.14,1.94
Analanjirofo,-15.7167,49.6667,2006-10-01,2006,10,October,Dry,19.36,3.0
Analanjirofo,-15.7167,49.6667,2006-11-01,2006,11,November,Rainy,21.63,10.24
Analanjirofo,-15.7167,49.6667,2006-12-01,2006,12,December,Rainy,22.7,24.45
Analanjirofo,-15.7167,49.6667,2007-01-01,2007,1,January,Rainy,23.5,14.29
Analanjirofo,-15.7167,49.6667,2007-02-01,2007,2,February,Rainy,23.49,13.85
Analanjirofo,-15.7167,49.6667,2007-03-01,2007,3,March,Rainy,22.66,14.59
Analanjirofo,-15.7167,49.6667,2007-04-01,2007,4,April,Rainy,21.63,7.45
Analanjirofo,-15.7167,49.6667,2007-05-01,2007,5,May,Dry,20.77,5.85
Analanjirofo,-15.7167,49.6667,2007-06-01,2007,6,June,Dry,18.25,2.5
Analanjirofo,-15.7167,49.6667,2007-07-01,2007,7,July,Dry,18.17,3.79
Analanjirofo,-15.7167,49.6667,2007-08-01,2007,8,August,Dry,17.89,3.92
Analanjirofo,-15.7167,49.6667,2007-09-01,2007,9,September,Dry,18.16,3.6
Analanjirofo,-15.7167,49.6667,2007-10-01,2007,10,October,Dry,19.43,3.98
Analanjirofo,-15.7167,49.6667,2007-11-01,2007,11,November,Rainy,21.07,2.79
Analanjirofo,-15.7167,49.6667,2007-12-01,2007,12,December,Rainy,22.36,5.2
Analanjirofo,-15.7167,49.6667,2008-01-01,2008,1,January,Rainy,22.86,11.99
Analanjirofo,-15.7167,49.6667,2008-02-01,2008,2,February,Rainy,22.68,12.31
Analanjirofo,-15.7167,49.6667,2008-03-01,2008,3,March,Rainy,22.07,10.01
Analanjirofo,-15.7167,49.6667,2008-04-01,2008,4,April,Rainy,21.33,3.41
Analanjirofo,-15.7167,49.6667,2008-05-01,2008,5,May,Dry,19.83,1.66
Analanjirofo,-15.7167,49.6667,2008-06-01,2008,6,June,Dry,18.16,2.71
Analanjirofo,-15.7167,49.6667,2008-07-01,2008,7,July,Dry,17.24,3.65
Analanjirofo,-15.7167,49.6667,2008-08-01,2008,8,August,Dry,17.66,3.42
Analanjirofo,-15.7167,49.6667,2008-09-01,2008,9,September,Dry,19.24,1.57
Analanjirofo,-15.7167,49.6667,2008-10-01,2008,10,October,Dry,20.42,4.33
Analanjirofo,-15.7167,49.6667,2008-11-01,2008,11,November,Rainy,22.38,4.43
Analanjirofo,-15.7167,49.6667,2008-12-01,2008,12,December,Rainy,23.01,5.22
Analanjirofo,-15.7167,49.6667,2009-01-01,2009,1,January,Rainy,23.73,6.88
Analanjirofo,-15.7167,49.6667,2009-02-01,2009,2,February,Rainy,22.77,10.78
Analanjirofo,-15.7167,49.6667,2009-03-01,2009,3,March,Rainy,23.06,8.55
Analanjirofo,-15.7167,49.6667,2009-04-01,2009,4,April,Rainy,22.2,9.96
Analanjirofo,-15.7167,49.6667,2009-05-01,2009,5,May,Dry,21.01,1.45
Analanjirofo,-15.7167,49.6667,2009-06-01,2009,6,June,Dry,19.37,2.47
Analanjirofo,-15.7167,49.6667,2009-07-01,2009,7,July,Dry,18.01,4.27
Analanjirofo,-15.7167,49.6667,2009-08-01,2009,8,August,Dry,18.15,4.68
Analanjirofo,-15.7167,49.6667,2009-09-01,2009,9,September,Dry,18.93,3.17
Analanjirofo,-15.7167,49.6667,2009-10-01,2009,10,October,Dry,20.46,2.97
Analanjirofo,-15.7167,49.6667,2009-11-01,2009,11,November,Rainy,22.48,5.93
Analanjirofo,-15.7167,49.6667,2009-12-01,2009,12,December,Rainy,23.14,5.79
Analanjirofo,-15.7167,49.6667,2010-01-01,2010,1,January,Rainy,23.34,14.6
Analanjirofo,-15.7167,49.6667,2010-02-01,2010,2,February,Rainy,23.24,8.42
Analanjirofo,-15.7167,49.6667,2010-03-01,2010,3,March,Rainy,23.05,12.4
Analanjirofo,-15.7167,49.6667,2010-04-01,2010,4,April,Rainy,21.88,6.15
Analanjirofo,-15.7167,49.6667,2010-05-01,2010,5,May,Dry,21.15,3.33
Analanjirofo,-15.7167,49.6667,2010-06-01,2010,6,June,Dry,19.48,4.44
Analanjirofo,-15.7167,49.6667,2010-07-01,2010,7,July,Dry,17.39,7.01
Analanjirofo,-15.7167,49.6667,2010-08-01,2010,8,August,Dry,17.47,5.77
Analanjirofo,-15.7167,49.6667,2010-09-01,2010,9,September,Dry,18.73,1.34
Analanjirofo,-15.7167,49.6667,2010-10-01,2010,10,October,Dry,20.4,1.78
Analanjirofo,-15.7167,49.6667,2010-11-01,2010,11,November,Rainy,20.96,3.97
Analanjirofo,-15.7167,49.6667,2010-12-01,2010,12,December,Rainy,22.67,5.14
Analanjirofo,-15.7167,49.6667,2011-01-01,2011,1,January,Rainy,22.7,12.36
Analanjirofo,-15.7167,49.6667,2011-02-01,2011,2,February,Rainy,23.22,13.29
Analanjirofo,-15.7167,49.6667,2011-03-01,2011,3,March,Rainy,22.52,13.11
Analanjirofo,-15.7167,49.6667,2011-04-01,2011,4,April,Rainy,22.35,6.99
Analanjirofo,-15.7167,49.6667,2011-05-01,2011,5,May,Dry,20.4,3.78
Analanjirofo,-15.7167,49.6667,2011-06-01,2011,6,June,Dry,19.32,4.55
Analanjirofo,-15.7167,49.6667,2011-07-01,2011,7,July,Dry,18.16,2.75
Analanjirofo,-15.7167,49.6667,2011-08-01,2011,8,August,Dry,18.34,2.45
Analanjirofo,-15.7167,49.6667,2011-09-01,2011,9,September,Dry,18.45,4.06
Analanjirofo,-15.7167,49.6667,2011-10-01,2011,10,October,Dry,20.53,2.26
Analanjirofo,-15.7167,49.6667,2011-11-01,2011,11,November,Rainy,21.93,2.29
Analanjirofo,-15.7167,49.6667,2011-12-01,2011,12,December,Rainy,23.33,4.29
Analanjirofo,-15.7167,49.6667,2012-01-01,2012,1,January,Rainy,23.01,13.59
Analanjirofo,-15.7167,49.6667,2012-02-01,2012,2,February,Rainy,23.28,13.69
Analanjirofo,-15.7167,49.6667,2012-03-01,2012,3,March,Rainy,22.28,9.02
Analanjirofo,-15.7167,49.6667,2012-04-01,2012,4,April,Rainy,22.11,10.93
Analanjirofo,-15.7167,49.6667,2012-05-01,2012,5,May,Dry,20.48,7.84
Analanjirofo,-15.7167,49.6667,2012-06-01,2012,6,June,Dry,18.54,5.35
Analanjirofo,-15.7167,49.6667,2012-07-01,2012,7,July,Dry,17.49,4.81
Analanjirofo,-15.7167,49.6667,2012-08-01,2012,8,August,Dry,17.8,2.09
Analanjirofo,-15.7167,49.6667,2012-09-01,2012,9,September,Dry,18.34,2.39
Analanjirofo,-15.7167,49.6667,2012-10-01,2012,10,October,Dry,19.74,1.74
Analanjirofo,-15.7167,49.6667,2012-11-01,2012,11,November,Rainy,21.75,3.72
Analanjirofo,-15.7167,49.6667,2012-12-01,2012,12,December,Rainy,22.69,7.33
Analanjirofo,-15.7167,49.6667,2013-01-01,2013,1,January,Rainy,23.26,12.63
Analanjirofo,-15.7167,49.6667,2013-02-01,2013,2,February,Rainy,23.43,6.65
Analanjirofo,-15.7167,49.6667,2013-03-01,2013,3,March,Rainy,22.58,5.35
Analanjirofo,-15.7167,49.6667,2013-04-01,2013,4,April,Rainy,21.62,6.06
Analanjirofo,-15.7167,49.6667,2013-05-01,2013,5,May,Dry,19.97,3.82
Analanjirofo,-15.7167,49.6667,2013-06-01,2013,6,June,Dry,17.82,3.02
Analanjirofo,-15.7167,49.6667,2013-07-01,2013,7,July,Dry,17.09,3.11
Analanjirofo,-15.7167,49.6667,2013-08-01,2013,8,August,Dry,17.42,2.97
Analanjirofo,-15.7167,49.6667,2013-09-01,2013,9,September,Dry,19.01,2.14
Analanjirofo,-15.7167,49.6667,2013-10-01,2013,10,October,Dry,20.88,3.09
Analanjirofo,-15.7167,49.6667,2013-11-01,2013,11,November,Rainy,23.02,2.95
Analanjirofo,-15.7167,49.6667,2013-12-01,2013,12,December,Rainy,23.56,6.09
Analanjirofo,-15.7167,49.6667,2014-01-01,2014,1,January,Rainy,22.99,13.51
Analanjirofo,-15.7167,49.6667,2014-02-01,2014,2,February,Rainy,22.84,12.23
Analanjirofo,-15.7167,49.6667,2014-03-01,2014,3,March,Rainy,22.55,11.35
Analanjirofo,-15.7167,49.6667,2014-04-01,2014,4,April,Rainy,21.49,4.67
Analanjirofo,-15.7167,49.6667,2014-05-01,2014,5,May,Dry,20.33,3.86
Analanjirofo,-15.7167,49.6667,2014-06-01,2014,6,June,Dry,18.63,6.55
Analanjirofo,-15.7167,49.6667,2014-07-01,2014,7,July,Dry,18.18,9.46
Analanjirofo,-15.7167,49.6667,2014-08-01,2014,8,August,Dry,18.04,2.14
Analanjirofo,-15.7167,49.6667,2014-09-01,2014,9,September,Dry,18.43,1.52
Analanjirofo,-15.7167,49.6667,2014-10-01,2014,10,October,Dry,21.5,0.91
Analanjirofo,-15.7167,49.6667,2014-11-01,2014,11,November,Rainy,22.38,4.25
Analanjirofo,-15.7167,49.6667,2014-12-01,2014,12,December,Rainy,24.11,3.75
Analanjirofo,-15.7167,49.6667,2015-01-01,2015,1,January,Rainy,23.1,15.84
Analanjirofo,-15.7167,49.6667,2015-02-01,2015,2,February,Rainy,23.04,11.59
Analanjirofo,-15.7167,49.6667,2015-03-01,2015,3,March,Rainy,22.35,9.05
Analanjirofo,-15.7167,49.6667,2015-04-01,2015,4,April,Rainy,21.92,3.61
Analanjirofo,-15.7167,49.6667,2015-05-01,2015,5,May,Dry,20.57,2.71
Analanjirofo,-15.7167,49.6667,2015-06-01,2015,6,June,Dry,19.33,5.04
Analanjirofo,-15.7167,49.6667,2015-07-01,2015,7,July,Dry,18.02,4.77
Analanjirofo,-15.7167,49.6667,2015-08-01,2015,8,August,Dry,17.75,2.99
Analanjirofo,-15.7167,49.6667,2015-09-01,2015,9,September,Dry,18.48,2.08
Analanjirofo,-15.7167,49.6667,2015-10-01,2015,10,October,Dry,20.29,6.31
Analanjirofo,-15.7167,49.6667,2015-11-01,2015,11,November,Rainy,21.41,3.81
Analanjirofo,-15.7167,49.6667,2015-12-01,2015,12,December,Rainy,23.47,5.9
Analanjirofo,-15.7167,49.6667,2016-01-01,2016,1,January,Rainy,23.21,15.62
Analanjirofo,-15.7167,49.6667,2016-02-01,2016,2,February,Rainy,23.52,13.0
Analanjirofo,-15.7167,49.6667,2016-03-01,2016,3,March,Rainy,23.5,15.47
Analanjirofo,-15.7167,49.6667,2016-04-01,2016,4,April,Rainy,21.91,9.63
Analanjirofo,-15.7167,49.6667,2016-05-01,2016,5,May,Dry,19.34,7.56
Analanjirofo,-15.7167,49.6667,2016-06-01,2016,6,June,Dry,18.19,6.59
Analanjirofo,-15.7167,49.6667,2016-07-01,2016,7,July,Dry,17.07,5.19
Analanjirofo,-15.7167,49.6667,2016-08-01,2016,8,August,Dry,17.66,2.83
Analanjirofo,-15.7167,49.6667,2016-09-01,2016,9,September,Dry,17.73,3.44
Analanjirofo,-15.7167,49.6667,2016-10-01,2016,10,October,Dry,20.05,2.04
Analanjirofo,-15.7167,49.6667,2016-11-01,2016,11,November,Rainy,21.1,1.85
Analanjirofo,-15.7167,49.6667,2016-12-01,2016,12,December,Rainy,21.89,10.29
Analanjirofo,-15.7167,49.6667,2017-01-01,2017,1,January,Rainy,22.36,11.22
Analanjirofo,-15.7167,49.6667,2017-02-01,2017,2,February,Rainy,23.31,9.39
Analanjirofo,-15.7167,49.6667,2017-03-01,2017,3,March,Rainy,23.18,20.14
Analanjirofo,-15.7167,49.6667,2017-04-01,2017,4,April,Rainy,22.29,8.7
Analanjirofo,-15.7167,49.6667,2017-05-01,2017,5,May,Dry,20.64,9.61
Analanjirofo,-15.7167,49.6667,2017-06-01,2017,6,June,Dry,19.4,5.12
Analanjirofo,-15.7167,49.6667,2017-07-01,2017,7,July,Dry,18.02,6.71
Analanjirofo,-15.7167,49.6667,2017-08-01,2017,8,August,Dry,18.16,3.55
Analanjirofo,-15.7167,49.6667,2017-09-01,2017,9,September,Dry,18.87,0.68
Analanjirofo,-15.7167,49.6667,2017-10-01,2017,10,October,Dry,20.38,3.1
Analanjirofo,-15.7167,49.6667,2017-11-01,2017,11,November,Rainy,21.8,6.57
Analanjirofo,-15.7167,49.6667,2017-12-01,2017,12,December,Rainy,22.58,12.2
Analanjirofo,-15.7167,49.6667,2018-01-01,2018,1,January,Rainy,22.75,24.04
Analanjirofo,-15.7167,49.6667,2018-02-01,2018,2,February,Rainy,22.9,8.81
Analanjirofo,-15.7167,49.6667,2018-03-01,2018,3,March,Rainy,22.76,20.89
Analanjirofo,-15.7167,49.6667,2018-04-01,2018,4,April,Rainy,21.54,11.15
Analanjirofo,-15.7167,49.6667,2018-05-01,2018,5,May,Dry,20.46,7.57
Analanjirofo,-15.7167,49.6667,2018-06-01,2018,6,June,Dry,18.95,3.97
Analanjirofo,-15.7167,49.6667,2018-07-01,2018,7,July,Dry,17.52,8.26
Analanjirofo,-15.7167,49.6667,2018-08-01,2018,8,August,Dry,18.17,3.63
Analanjirofo,-15.7167,49.6667,2018-09-01,2018,9,September,Dry,18.88,3.03
Analanjirofo,-15.7167,49.6667,2018-10-01,2018,10,October,Dry,20.15,1.49
Analanjirofo,-15.7167,49.6667,2018-11-01,2018,11,November,Rainy,21.76,5.72
Analanjirofo,-15.7167,49.6667,2018-12-01,2018,12,December,Rainy,22.74,12.13
Analanjirofo,-15.7167,49.6667,2019-01-01,2019,1,January,Rainy,23.45,16.26
Analanjirofo,-15.7167,49.6667,2019-02-01,2019,2,February,Rainy,23.29,11.95
Analanjirofo,-15.7167,49.6667,2019-03-01,2019,3,March,Rainy,23.37,12.13
Analanjirofo,-15.7167,49.6667,2019-04-01,2019,4,April,Rainy,23.02,10.79
Analanjirofo,-15.7167,49.6667,2019-05-01,2019,5,May,Dry,20.74,5.61
Analanjirofo,-15.7167,49.6667,2019-06-01,2019,6,June,Dry,19.14,6.77
Analanjirofo,-15.7167,49.6667,2019-07-01,2019,7,July,Dry,18.47,5.3
Analanjirofo,-15.7167,49.6667,2019-08-01,2019,8,August,Dry,18.29,2.81
Analanjirofo,-15.7167,49.6667,2019-09-01,2019,9,September,Dry,19.07,2.88
Analanjirofo,-15.7167,49.6667,2019-10-01,2019,10,October,Dry,20.92,3.16
Analanjirofo,-15.7167,49.6667,2019-11-01,2019,11,November,Rainy,22.64,12.67
Analanjirofo,-15.7167,49.6667,2019-12-01,2019,12,December,Rainy,23.54,15.28
Analanjirofo,-15.7167,49.6667,2020-01-01,2020,1,January,Rainy,23.22,16.38
Analanjirofo,-15.7167,49.6667,2020-02-01,2020,2,February,Rainy,23.14,11.92
Analanjirofo,-15.7167,49.6667,2020-03-01,2020,3,March,Rainy,23.32,16.28
Analanjirofo,-15.7167,49.6667,2020-04-01,2020,4,April,Rainy,21.79,10.35
Analanjirofo,-15.7167,49.6667,2020-05-01,2020,5,May,Dry,20.31,6.64
Analanjirofo,-15.7167,49.6667,2020-06-01,2020,6,June,Dry,18.59,9.3
Analanjirofo,-15.7167,49.6667,2020-07-01,2020,7,July,Dry,17.69,7.21
Analanjirofo,-15.7167,49.6667,2020-08-01,2020,8,August,Dry,17.57,2.8
Analanjirofo,-15.7167,49.6667,2020-09-01,2020,9,September,Dry,18.18,11.15
Analanjirofo,-15.7167,49.6667,2020-10-01,2020,10,October,Dry,20.45,4.81
Analanjirofo,-15.7167,49.6667,2020-11-01,2020,11,November,Rainy,20.94,4.63
Analanjirofo,-15.7167,49.6667,2020-12-01,2020,12,December,Rainy,22.43,12.95
Analanjirofo,-15.7167,49.6667,2021-01-01,2021,1,January,Rainy,23.28,12.32
Analanjirofo,-15.7167,49.6667,2021-02-01,2021,2,February,Rainy,23.14,12.03
Analanjirofo,-15.7167,49.6667,2021-03-01,2021,3,March,Rainy,23.03,8.11
Analanjirofo,-15.7167,49.6667,2021-04-01,2021,4,April,Rainy,22.05,16.37
Analanjirofo,-15.7167,49.6667,2021-05-01,2021,5,May,Dry,20.5,3.95
Analanjirofo,-15.7167,49.6667,2021-06-01,2021,6,June,Dry,18.55,5.22
Analanjirofo,-15.7167,49.6667,2021-07-01,2021,7,July,Dry,17.65,7.4
Analanjirofo,-15.7167,49.6667,2021-08-01,2021,8,August,Dry,17.91,3.54
Analanjirofo,-15.7167,49.6667,2021-09-01,2021,9,September,Dry,18.41,2.93
Analanjirofo,-15.7167,49.6667,2021-10-01,2021,10,October,Dry,20.08,3.79
Analanjirofo,-15.7167,49.6667,2021-11-01,2021,11,November,Rainy,22.07,2.32
Analanjirofo,-15.7167,49.6667,2021-12-01,2021,12,December,Rainy,22.81,12.27
Analanjirofo,-15.7167,49.6667,2022-01-01,2022,1,January,Rainy,23.02,14.89
Analanjirofo,-15.7167,49.6667,2022-02-01,2022,2,February,Rainy,23.25,9.84
Analanjirofo,-15.7167,49.6667,2022-03-01,2022,3,March,Rainy,23.09,14.35
Analanjirofo,-15.7167,49.6667,2022-04-01,2022,4,April,Rainy,22.05,12.98
Analanjirofo,-15.7167,49.6667,2022-05-01,2022,5,May,Dry,20.25,6.01
Analanjirofo,-15.7167,49.6667,2022-06-01,2022,6,June,Dry,18.32,5.03
Analanjirofo,-15.7167,49.6667,2022-07-01,2022,7,July,Dry,17.24,6.82
Analanjirofo,-15.7167,49.6667,2022-08-01,2022,8,August,Dry,17.27,2.39
Analanjirofo,-15.7167,49.6667,2022-09-01,2022,9,September,Dry,17.77,5.62
Analanjirofo,-15.7167,49.6667,2022-10-01,2022,10,October,Dry,18.72,1.6
Analanjirofo,-15.7167,49.6667,2022-11-01,2022,11,November,Rainy,20.91,3.82
Analanjirofo,-15.7167,49.6667,2022-12-01,2022,12,December,Rainy,22.26,7.76
Analanjirofo,-15.7167,49.6667,2023-01-01,2023,1,January,Rainy,22.86,13.46
Analanjirofo,-15.7167,49.6667,2023-02-01,2023,2,February,Rainy,22.79,10.55
Analanjirofo,-15.7167,49.6667,2023-03-01,2023,3,March,Rainy,22.99,6.46
Analanjirofo,-15.7167,49.6667,2023-04-01,2023,4,April,Rainy,22.49,8.28
Analanjirofo,-15.7167,49.6667,2023-05-01,2023,5,May,Dry,21.1,6.79
Analanjirofo,-15.7167,49.6667,2023-06-01,2023,6,June,Dry,18.9,3.38
Analanjirofo,-15.7167,49.6667,2023-07-01,2023,7,July,Dry,18.43,5.93
Analanjirofo,-15.7167,49.6667,2023-08-01,2023,8,August,Dry,19.01,6.36
Analanjirofo,-15.7167,49.6667,2023-09-01,2023,9,September,Dry,19.11,4.62
Analanjirofo,-15.7167,49.6667,2023-10-01,2023,10,October,Dry,21.68,2.13
Analanjirofo,-15.7167,49.6667,2023-11-01,2023,11,November,Rainy,22.6,4.14
Analanjirofo,-15.7167,49.6667,2023-12-01,2023,12,December,Rainy,23.82,4.51
Analanjirofo,-15.7167,49.6667,2024-01-01,2024,1,January,Rainy,23.97,19.79
Analanjirofo,-15.7167,49.6667,2024-02-01,2024,2,February,Rainy,23.81,18.28
Analanjirofo,-15.7167,49.6667,2024-03-01,2024,3,March,Rainy,23.26,16.11
Analanjirofo,-15.7167,49.6667,2024-04-01,2024,4,April,Rainy,23.22,11.78
Analanjirofo,-15.7167,49.6667,2024-05-01,2024,5,May,Dry,20.65,14.14
Analanjirofo,-15.7167,49.6667,2024-06-01,2024,6,June,Dry,19.12,3.95
Analanjirofo,-15.7167,49.6667,2024-07-01,2024,7,July,Dry,18.11,1.32
Analanjirofo,-15.7167,49.6667,2024-08-01,2024,8,August,Dry,17.87,3.29
Analanjirofo,-15.7167,49.6667,2024-09-01,2024,9,September,Dry,19.26,2.04
Analanjirofo,-15.7167,49.6667,2024-10-01,2024,10,October,Dry,20.5,1.82
Analanjirofo,-15.7167,49.6667,2024-11-01,2024,11,November,Rainy,22.19,5.91
Analanjirofo,-15.7167,49.6667,2024-12-01,2024,12,December,Rainy,22.63,5.25
Androy,-25.0333,46.0833,2005-01-01,2005,1,January,Rainy,25.68,14.49
Androy,-25.0333,46.0833,2005-02-01,2005,2,February,Rainy,24.81,7.52
Androy,-25.0333,46.0833,2005-03-01,2005,3,March,Rainy,24.08,15.97
Androy,-25.0333,46.0833,2005-04-01,2005,4,April,Rainy,22.52,10.67
Androy,-25.0333,46.0833,2005-05-01,2005,5,May,Dry,20.85,0.7
Androy,-25.0333,46.0833,2005-06-01,2005,6,June,Dry,19.75,0.99
Androy,-25.0333,46.0833,2005-07-01,2005,7,July,Dry,17.98,1.25
Androy,-25.0333,46.0833,2005-08-01,2005,8,August,Dry,20.41,0.16
Androy,-25.0333,46.0833,2005-09-01,2005,9,September,Dry,23.04,0.35
Androy,-25.0333,46.0833,2005-10-01,2005,10,October,Dry,24.57,0.63
Androy,-25.0333,46.0833,2005-11-01,2005,11,November,Rainy,26.14,1.44
Androy,-25.0333,46.0833,2005-12-01,2005,12,December,Rainy,26.18,8.76
Androy,-25.0333,46.0833,2006-01-01,2006,1,January,Rainy,26.84,2.0
Androy,-25.0333,46.0833,2006-02-01,2006,2,February,Rainy,27.84,2.53
Androy,-25.0333,46.0833,2006-03-01,2006,3,March,Rainy,27.29,3.49
Androy,-25.0333,46.0833,2006-04-01,2006,4,April,Rainy,24.4,3.95
Androy,-25.0333,46.0833,2006-05-01,2006,5,May,Dry,22.37,2.08
Androy,-25.0333,46.0833,2006-06-01,2006,6,June,Dry,21.04,0.48
Androy,-25.0333,46.0833,2006-07-01,2006,7,July,Dry,20.51,0.25
Androy,-25.0333,46.0833,2006-08-01,2006,8,August,Dry,21.57,1.6
Androy,-25.0333,46.0833,2006-09-01,2006,9,September,Dry,21.12,2.59
Androy,-25.0333,46.0833,2006-10-01,2006,10,October,Dry,24.97,0.38
Androy,-25.0333,46.0833,2006-11-01,2006,11,November,Rainy,26.49,2.15
Androy,-25.0333,46.0833,2006-12-01,2006,12,December,Rainy,27.47,4.96
Androy,-25.0333,46.0833,2007-01-01,2007,1,January,Rainy,26.14,7.52
Androy,-25.0333,46.0833,2007-02-01,2007,2,February,Rainy,26.23,12.74
Androy,-25.0333,46.0833,2007-03-01,2007,3,March,Rainy,24.9,2.74
Androy,-25.0333,46.0833,2007-04-01,2007,4,April,Rainy,24.04,3.86
Androy,-25.0333,46.0833,2007-05-01,2007,5,May,Dry,21.73,1.8
Androy,-25.0333,46.0833,2007-06-01,2007,6,June,Dry,19.48,1.42
Androy,-25.0333,46.0833,2007-07-01,2007,7,July,Dry,19.57,0.74
Androy,-25.0333,46.0833,2007-08-01,2007,8,August,Dry,20.69,0.36
Androy,-25.0333,46.0833,2007-09-01,2007,9,September,Dry,22.31,1.4
Androy,-25.0333,46.0833,2007-10-01,2007,10,October,Dry,24.84,1.34
Androy,-25.0333,46.0833,2007-11-01,2007,11,November,Rainy,26.46,2.09
Androy,-25.0333,46.0833,2007-12-01,2007,12,December,Rainy,27.6,2.99
Androy,-25.0333,46.0833,2008-01-01,2008,1,January,Rainy,27.63,3.59
Androy,-25.0333,46.0833,2008-02-01,2008,2,February,Rainy,25.8,8.3
Androy,-25.0333,46.0833,2008-03-01,2008,3,March,Rainy,24.29,2.07
Androy,-25.0333,46.0833,2008-04-01,2008,4,April,Rainy,24.19,0.52
Androy,-25.0333,46.0833,2008-05-01,2008,5,May,Dry,21.63,1.88
Androy,-25.0333,46.0833,2008-06-01,2008,6,June,Dry,19.54,0.89
Androy,-25.0333,46.0833,2008-07-01,2008,7,July,Dry,19.42,2.93
Androy,-25.0333,46.0833,2008-08-01,2008,8,August,Dry,19.83,0.87
Androy,-25.0333,46.0833,2008-09-01,2008,9,September,Dry,23.17,0.99
Androy,-25.0333,46.0833,2008-10-01,2008,10,October,Dry,25.37,3.53
Androy,-25.0333,46.0833,2008-11-01,2008,11,November,Rainy,25.06,3.42
Androy,-25.0333,46.0833,2008-12-01,2008,12,December,Rainy,27.62,3.01
Androy,-25.0333,46.0833,2009-01-01,2009,1,January,Rainy,26.78,8.67
Androy,-25.0333,46.0833,2009-02-01,2009,2,February,Rainy,26.16,2.84
Androy,-25.0333,46.0833,2009-03-01,2009,3,March,Rainy,26.23,6.18
Androy,-25.0333,46.0833,2009-04-01,2009,4,April,Rainy,22.06,4.35
Androy,-25.0333,46.0833,2009-05-01,2009,5,May,Dry,21.44,2.84
Androy,-25.0333,46.0833,2009-06-01,2009,6,June,Dry,20.9,0.55
Androy,-25.0333,46.0833,2009-07-01,2009,7,July,Dry,19.24,0.96
Androy,-25.0333,46.0833,2009-08-01,2009,8,August,Dry,20.17,1.8
Androy,-25.0333,46.0833,2009-09-01,2009,9,September,Dry,22.44,2.76
Androy,-25.0333,46.0833,2009-10-01,2009,10,October,Dry,23.37,3.47
Androy,-25.0333,46.0833,2009-11-01,2009,11,November,Rainy,23.49,7.08
Androy,-25.0333,46.0833,2009-12-01,2009,12,December,Rainy,25.73,3.93
Androy,-25.0333,46.0833,2010-01-01,2010,1,January,Rainy,26.08,3.99
Androy,-25.0333,46.0833,2010-02-01,2010,2,February,Rainy,26.93,2.18
Androy,-25.0333,46.0833,2010-03-01,2010,3,March,Rainy,24.96,12.85
Androy,-25.0333,46.0833,2010-04-01,2010,4,April,Rainy,23.83,1.72
Androy,-25.0333,46.0833,2010-05-01,2010,5,May,Dry,22.74,2.69
Androy,-25.0333,46.0833,2010-06-01,2010,6,June,Dry,20.43,1.54
Androy,-25.0333,46.0833,2010-07-01,2010,7,July,Dry,19.44,1.3
